Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,GPU model,GPU type,Weight (kg),Battery,Battery (Wh),Battery life (hours),Price (VND),Original Price (VND),Is Installment 0%,Student Discount (VND),Gifts,Stock Status,url,image,source,saved_path,detail_specs_html_path,norm_ram,norm_storage,norm_price,norm_weight,norm_screen,norm_battery,gpu_score,norm_cpu,battery_score,base_performance_score,gaming_score,ai_graphics_score,office_score,portability_score,general_score,is_gaming_ready,is_ai_ready,is_business_ready,is_ultrabook,is_light,is_small_screen,is_large_screen
MacBook Neo 13 8GB/256GB/20W,apple,Apple,nan,nan,nan,8,,,256.0,13.0,,nan,Apple,Apple A18 PRO GPU,Integrated,nan,16 hours,nan,16.0,15990000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/macbook-neo-13-inch-8gb-256gb?sku=00926644,https://cdn2.fptshop.com.vn/unsafe/Mac_Book_13_in_A18_Pro_Citrus_1_f70ec68b06.png,fpt,,,0.0,0.0,0.0,0.5,0.0,0.5,0.48,0.1925,0.5,0.230625,0.34565625,0.3331875,0.37878124999999996,0.6000000000000001,0.3711703125,False,False,False,False,False,True,False
"Laptop Acer Aspire Lite 14 AI AL14-53P-5387 Ultra5 115U/16GB/512GB/14"" FHD+/Win 11",acer,Intel,core ultra 5,5.0,nan,16,,,512.0,14.0,,nan,Intel,Intel Graphics,Integrated,nan,nan,nan,nan,23490000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-14-ai-al14-53p-5387?sku=00928035,https://cdn2.fptshop.com.vn/unsafe/acer_aspire_lite_14_ai_al14_53p_bac_01_820acdbb1d.png,fpt,,,0.23076923076923067,0.0,0.09969788519637462,0.5,0.1666666666666668,0.5,0.48,0.4481428571428572,0.5,0.38027967032967036,0.4176853021978022,0.4126992857142857,0.4461258516483516,0.5666666666666667,0.44718785119047616,False,False,False,False,False,True,False
"Laptop Asus TUF Gaming A16 FA607NUG-RL129W R7-7445HS/16GB/512GB/16"" FHD+/Nvidia RTX4050 6GB/W11",asus,AMD,ryzen 7,7.0,nan,16,,,512.0,16.0,,nan,NVIDIA,RTX 4050,Dedicated,nan,nan,nan,nan,27990000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fa607nug-rl129w-r7-7445hs?sku=00923544,https://cdn2.fptshop.com.vn/unsafe/asus_tuf_gaming_fa607nu_01_8f99d6ac66.png,fpt,,,0.23076923076923067,0.0,0.16767371601208458,0.5,1.0,0.5,0.64,0.5790000000000001,0.5,0.48716538461538467,0.5404067307692307,0.532765,0.49422442307692305,0.4,0.47290887500000006,False,False,False,False,False,False,True
"Laptop Dell 15 DC15250 i5-1334U/16GB/512GB/15.6"" FHD/Win 11/Office Home 2024/Microsoft 365 (71092479)",dell,Intel,i5-1334u,13.0,nan,16,,,512.0,15.6,,nan,Intel,Intel Graphics,Integrated,nan,nan,nan,nan,22990000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15250-i5-1334u-71092479?sku=00927402,https://cdn2.fptshop.com.vn/unsafe/dell_15_dc15250_silver_01_050bd1cfe2.png,fpt,,,0.23076923076923067,0.0,0.09214501510574018,0.5,0.8333333333333333,0.5,0.48,0.6195714285714287,0.5,0.45742252747252754,0.43697101648351644,0.43584214285714284,0.4808401373626374,0.43333333333333335,0.46314261309523813,False,False,False,False,False,False,True
MacBook Neo 13 8GB/256GB/20W,apple,Apple,nan,nan,nan,8,,,256.0,13.0,,nan,Apple,Apple A18 PRO GPU,Integrated,nan,16 hours,nan,16.0,15990000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/macbook-neo-13-inch-8gb-256gb?sku=00926641,https://cdn2.fptshop.com.vn/unsafe/Mac_Book_13_in_A18_Pro_Citrus_1_f70ec68b06.png,fpt,,,0.0,0.0,0.0,0.5,0.0,0.5,0.48,0.1925,0.5,0.230625,0.34565625,0.3331875,0.37878124999999996,0.6000000000000001,0.3711703125,False,False,False,False,False,True,False
"Laptop HP 15-fd1289TU Ultra 7-155H/AI/16GB/512GB/15.6""FHD/Win11_C2CV8PA",hp,Intel,core ultra 7,7.0,nan,16,,,512.0,15.6,,nan,Intel,Intel Graphics,Integrated,nan,nan,nan,nan,24990000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/hp-15-fd1289tu-ultra-7-155h-c2cv8pa?sku=00922844,https://cdn2.fptshop.com.vn/unsafe/00922844_hp_15_fd1289tu_c2cv8pa_bac_01_216c5b8b09.png,fpt,,,0.23076923076923067,0.0,0.12235649546827794,0.5,0.8333333333333333,0.5,0.48,0.5790000000000001,0.5,0.4391653846153847,0.43240673076923075,0.430365,0.4726244230769231,0.43333333333333335,0.45305554166666673,False,False,False,False,False,False,True
MacBook Neo 13 8GB/256GB/20W,apple,Apple,nan,nan,nan,8,,,256.0,13.0,,nan,Apple,Apple A18 PRO GPU,Integrated,nan,16 hours,nan,16.0,15990000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/macbook-neo-13-inch-8gb-256gb?sku=00926643,https://cdn2.fptshop.com.vn/unsafe/Mac_Book_13_in_A18_Pro_Citrus_1_f70ec68b06.png,fpt,,,0.0,0.0,0.0,0.5,0.0,0.5,0.48,0.1925,0.5,0.230625,0.34565625,0.3331875,0.37878124999999996,0.6000000000000001,0.3711703125,False,False,False,False,False,True,False
MacBook Neo 13 8GB/256GB/20W,apple,Apple,nan,nan,nan,8,,,256.0,13.0,,nan,Apple,Apple A18 PRO GPU,Integrated,nan,16 hours,nan,16.0,15990000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/macbook-neo-13-inch-8gb-256gb?sku=00926642,https://cdn2.fptshop.com.vn/unsafe/Mac_Book_13_in_A18_Pro_Citrus_1_f70ec68b06.png,fpt,,,0.0,0.0,0.0,0.5,0.0,0.5,0.48,0.1925,0.5,0.230625,0.34565625,0.3331875,0.37878124999999996,0.6000000000000001,0.3711703125,False,False,False,False,False,True,False
"Laptop Lenovo IdeaPad Slim 3 14ARP10 R5-7535HS/16GB/512GB/14""WUXGA/W11SL (83K600E6VN)",lenovo,AMD,ryzen 5,5.0,nan,16,,,512.0,14.0,,nan,AMD,AMD Radeon Graphics,Integrated,nan,nan,nan,nan,18990000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-14arp10-r5-7535hs-83k600e6vn?sku=00927908,https://cdn2.fptshop.com.vn/unsafe/lenovo_ideapad_slim_3_14arp10_xam_01_f3e56b5b24.png,fpt,,,0.23076923076923067,0.0,0.03172205438066465,0.5,0.1666666666666668,0.5,0.48,0.4481428571428572,0.5,0.38027967032967036,0.4176853021978022,0.4126992857142857,0.4461258516483516,0.5666666666666667,0.44718785119047616,False,False,False,False,False,True,False
"Laptop Acer Gaming Nitro ProPanel ANV15-41-R7CR R5 7535HS/16GB/512GB/15.6"" FHD/Nvidia GeForce RTX4050 6GB/Win11",acer,AMD,ryzen 5,5.0,nan,16,,,512.0,15.6,,nan,NVIDIA,RTX 4050,Dedicated,nan,nan,nan,nan,27990000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-propanel-anv15-41-r7cr-r5-7535hs?sku=00920710,https://cdn2.fptshop.com.vn/unsafe/acer_nitro_propanel_anv15_41_black_01_0e20a85af5.png,fpt,,,0.23076923076923067,0.0,0.16767371601208458,0.5,0.8333333333333333,0.5,0.64,0.4481428571428572,0.5,0.42827967032967035,0.5256853021978022,0.5150992857142858,0.4677258516483517,0.43333333333333335,0.44704118452380953,False,False,False,False,False,False,True
"Laptop Colorful Rimbook S1 i5 12450H/16GB/512GB/14""WUXGA/Win11 (A10208000034)",colorful,nan,core i5,nan,nan,16,,,512.0,14.0,,nan,Intel,Intel UHD,Integrated,nan,nan,nan,nan,15990000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/colorful-rimbook-s1-i5-12450h-a10208000034?sku=00928645,https://cdn2.fptshop.com.vn/unsafe/00928645_colorful_rimbook_s1_bac_01_b565ee8f31.png,fpt,,,0.23076923076923067,0.0,0.0,0.5,0.1666666666666668,0.5,0.48,0.341,0.5,0.3320653846153846,0.40563173076923076,0.398235,0.4244294230769231,0.5666666666666667,0.42054945833333335,False,False,False,False,False,True,False
MacBook Air 13 M5 2026 10CPU/8GPU/16GB/512GB/30W,apple,Apple,m5,nan,nan,16,,,512.0,13.6,,nan,Apple,Apple M5 8-core GPU,Integrated,nan,18 hours,nan,18.0,29490000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-13-m5-2026-10cpu-8gpu-16gb-512gb?sku=00926591,https://cdn2.fptshop.com.vn/unsafe/macbook_air_13_m5_starlight_1_bfd6f1c5ed.png,fpt,,,0.23076923076923067,0.0,0.1903323262839879,0.5,0.0,0.5,0.48,0.1925,0.5,0.2652403846153846,0.3889254807692307,0.3781875,0.394358173076923,0.6000000000000001,0.39029531249999994,False,False,False,False,False,True,False
MacBook Air 13 M5 2026 10CPU/8GPU/16GB/512GB/30W,apple,Apple,m5,nan,nan,16,,,512.0,13.6,,nan,Apple,Apple M5 8-core GPU,Integrated,nan,18 hours,nan,18.0,29490000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-13-m5-2026-10cpu-8gpu-16gb-512gb?sku=00926588,https://cdn2.fptshop.com.vn/unsafe/macbook_air_13_m5_starlight_1_bfd6f1c5ed.png,fpt,,,0.23076923076923067,0.0,0.1903323262839879,0.5,0.0,0.5,0.48,0.1925,0.5,0.2652403846153846,0.3889254807692307,0.3781875,0.394358173076923,0.6000000000000001,0.39029531249999994,False,False,False,False,False,True,False
MacBook Air 13 M5 2026 10CPU/8GPU/16GB/512GB/30W,apple,Apple,m5,nan,nan,16,,,512.0,13.6,,nan,Apple,Apple M5 8-core GPU,Integrated,nan,18 hours,nan,18.0,29490000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-13-m5-2026-10cpu-8gpu-16gb-512gb?sku=00926589,https://cdn2.fptshop.com.vn/unsafe/macbook_air_13_m5_starlight_1_bfd6f1c5ed.png,fpt,,,0.23076923076923067,0.0,0.1903323262839879,0.5,0.0,0.5,0.48,0.1925,0.5,0.2652403846153846,0.3889254807692307,0.3781875,0.394358173076923,0.6000000000000001,0.39029531249999994,False,False,False,False,False,True,False
"Laptop Lenovo Gaming LOQ Essential 15ARP10E Ryzen 7 170/16GB/1TB/15.6"" FHD/RTX3050/W11H (83S000DCVN)",lenovo,AMD,ryzen 7,7.0,nan,16,,,1000.0,15.6,,nan,NVIDIA,RTX 3050,Dedicated,nan,nan,nan,nan,28590000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-loq-15arp10e-ryzen-7-170-83s000dcvn?sku=00926106,https://cdn2.fptshop.com.vn/unsafe/lenovo_gaming_loq_15arp10e_xam_01_9030b306bc.png,fpt,,,0.23076923076923067,0.3279569892473118,0.17673716012084592,0.5,0.8333333333333333,0.5,0.64,0.5790000000000001,0.5,0.5199610835401158,0.5486056555004136,0.5426037096774193,0.5089824875930521,0.43333333333333335,0.4976951653225806,False,False,False,False,False,False,True
"Laptop MSI Gaming Cyborg 15 B13WFKG-658VN i7 13620H/AI/16GB/1TB/15.6""/Nvidia GeForce RTX5060 8GB/Win11_Balo",msi,nan,core i7,nan,nan,16,,,1000.0,15.6,,nan,NVIDIA,RTX 5060,Dedicated,nan,nan,nan,nan,39990000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-cyborg-15-b13wfkg-658vn-i7-13620h?sku=00923911,https://cdn2.fptshop.com.vn/unsafe/msi_cyborg_15_b13wx_den_01_0da767cd4c.png,fpt,,,0.23076923076923067,0.3279569892473118,0.34894259818731116,0.5,0.8333333333333333,0.5,0.64,0.42900000000000005,0.5,0.45246108354011577,0.5317306555004135,0.5223537096774193,0.47860748759305205,0.43333333333333335,0.4604014153225806,False,False,False,False,False,False,True
"Laptop HP OmniBook 5 AI 16-af1048TU Ultra 5-225U/16GB/512GB/16""/Win11/Office HS24 (BZ7Q9PA)",hp,Intel,core ultra 5,5.0,nan,16,,,512.0,16.0,,nan,Intel,Intel Graphics,Integrated,nan,nan,nan,nan,26490000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-5-ai-16-af1048tu-ultra-5-225u-bz7q9pa?sku=00920700,https://cdn2.fptshop.com.vn/unsafe/00920700_hp_omnibook_5_ai_16_af10xx_silver_01_0eaec1bdde.png,fpt,,,0.23076923076923067,0.0,0.14501510574018128,0.5,1.0,0.5,0.48,0.4481428571428572,0.5,0.38027967032967036,0.4176853021978022,0.4126992857142857,0.4461258516483516,0.4,0.41385451785714283,False,False,False,False,False,False,True
MacBook Pro 14 M5 2026 10CPU/10GPU/16GB/1TB/96W,apple,Apple,m5,nan,nan,16,,,1000.0,14.0,,nan,Apple,Apple M5 10-core GPU,Integrated,nan,nan,nan,nan,44490000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-m5-2026-10cpu-10gpu-16gb-1tb-96w?sku=00927288,https://cdn2.fptshop.com.vn/unsafe/macbook_pro_14_m5_2025_den_1_c0818fdf94.jpg,fpt,,,0.23076923076923067,0.3279569892473118,0.4169184290030212,0.5,0.1666666666666668,0.5,0.48,0.1925,0.5,0.29803608354011574,0.3971244055004135,0.38802620967741935,0.40911623759305205,0.5666666666666667,0.4017482694892473,False,False,False,False,False,True,False
MacBook Pro 14 M5 2026 10CPU/10GPU/16GB/1TB/96W,apple,Apple,m5,nan,nan,16,,,1000.0,14.0,,nan,Apple,Apple M5 10-core GPU,Integrated,nan,nan,nan,nan,44490000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-m5-2026-10cpu-10gpu-16gb-1tb-96w?sku=00927287,https://cdn2.fptshop.com.vn/unsafe/macbook_pro_14_m5_2025_den_1_c0818fdf94.jpg,fpt,,,0.23076923076923067,0.3279569892473118,0.4169184290030212,0.5,0.1666666666666668,0.5,0.48,0.1925,0.5,0.29803608354011574,0.3971244055004135,0.38802620967741935,0.40911623759305205,0.5666666666666667,0.4017482694892473,False,False,False,False,False,True,False
"Laptop HP OmniBook 7 14-fr0033TU Ultra 5-225U/AI/16GB/512GB/14""/Win11/HS24/OS365 (C1MN2PA)",hp,Intel,core ultra 5,5.0,nan,16,,,512.0,14.0,,nan,Intel,Intel Graphics,Integrated,nan,nan,nan,nan,27490000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-7-14-fr0033tu-ultra-5-225u-c1mn2pa?sku=00921488,https://cdn2.fptshop.com.vn/unsafe/00921488_hp_omnibook_7_14_fr0033tu_bac_01_fb14b7c88d.png,fpt,,,0.23076923076923067,0.0,0.16012084592145015,0.5,0.1666666666666668,0.5,0.48,0.4481428571428572,0.5,0.38027967032967036,0.4176853021978022,0.4126992857142857,0.4461258516483516,0.5666666666666667,0.44718785119047616,False,False,False,False,False,True,False
"Laptop Asus Vivobook X1404VA-EB355W Core 7 150U/16GB/512GB/14"" FHD/Win11",asus,Intel,core 7,nan,nan,16,,,512.0,14.0,,nan,Intel,Intel Graphics,Integrated,nan,nan,nan,nan,21690000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-x1404va-eb355w-core-7-150u?sku=00924298,https://cdn2.fptshop.com.vn/unsafe/asus_vivobook_14_x1404_1_172d6c07b6.png,fpt,,,0.23076923076923067,0.0,0.07250755287009064,0.5,0.1666666666666668,0.5,0.48,0.42900000000000005,0.5,0.3716653846153846,0.4155317307692307,0.410115,0.44224942307692305,0.5666666666666667,0.44242845833333333,False,False,False,False,False,True,False
"Laptop Acer Gaming Nitro ProPanel ANV15-52-59AA i5 13420H/AI/16GB/512GB/15.6""FHD/RTX 5050 8GB/Win11",acer,nan,core i5,nan,nan,16,,,512.0,15.6,,nan,NVIDIA,RTX 5050,Dedicated,nan,nan,nan,nan,32390000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-anv15-52-59aa-i5-13420h?sku=00920562,https://cdn2.fptshop.com.vn/unsafe/acer_nitro_propanel_anv15_52_black_logo_ai_b69623a59b.png,fpt,,,0.23076923076923067,0.0,0.23413897280966767,0.5,0.8333333333333333,0.5,0.64,0.341,0.5,0.38006538461538464,0.5136317307692307,0.500635,0.44602942307692306,0.43333333333333335,0.42040279166666666,False,False,False,False,False,False,True
"Laptop Asus Vivobook M1502NAQ-BQ021W R5-150/16GB/512GB/15.6"" FHD/Win11",asus,AMD,ryzen 5,5.0,nan,16,,,512.0,15.6,,nan,AMD,AMD Radeon Graphics,Integrated,nan,nan,nan,nan,18090000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-m1502naq-bq021w-r5-150?sku=00925132,https://cdn2.fptshop.com.vn/unsafe/asus_vivobook_m1502naq_silver_01_baeefcd9dd.png,fpt,,,0.23076923076923067,0.0,0.01812688821752266,0.5,0.8333333333333333,0.5,0.48,0.4481428571428572,0.5,0.38027967032967036,0.4176853021978022,0.4126992857142857,0.4461258516483516,0.43333333333333335,0.4205211845238095,False,False,False,False,False,False,True
"Laptop Dell 15 DC15250 i5-1334U/8GB/512GB/15.6"" FHD Touch/Win 11_NK (884116430315)",dell,Intel,i5-1334u,13.0,nan,8,,,512.0,15.6,,nan,Intel,Intel Graphics,Integrated,nan,nan,nan,nan,16490000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15250-i5-1334u-884116430315?sku=00927424,https://cdn2.fptshop.com.vn/unsafe/dell_15_dc15250_black_01_125a41fb5a.png,fpt,,,0.0,0.0,0.0,0.5,0.8333333333333333,0.5,0.48,0.6195714285714287,0.5,0.42280714285714294,0.3937017857142857,0.3908421428571429,0.46526321428571427,0.43333333333333335,0.44401761309523813,False,False,False,False,False,False,True
"Laptop Asus Vivobook M1405NAQ-LY010W R5 150/16GB/512GB/14"" WUXGA/Win11",asus,AMD,ryzen 5,5.0,nan,16,,,512.0,14.0,,nan,AMD,AMD Radeon Graphics,Integrated,nan,nan,nan,nan,17990000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-m1405naq-ly010w-r5-150?sku=00924297,https://cdn2.fptshop.com.vn/unsafe/asus_vivobook_m1405naq_bac_01_e071d0ffd2.png,fpt,,,0.23076923076923067,0.0,0.01661631419939577,0.5,0.1666666666666668,0.5,0.48,0.4481428571428572,0.5,0.38027967032967036,0.4176853021978022,0.4126992857142857,0.4461258516483516,0.5666666666666667,0.44718785119047616,False,False,False,False,False,True,False
"Laptop HP 240R G9 i3-1315U/8GB/512GB/14""FHD/Win11 (AX3C6AT)",hp,Intel,i3-1315u,13.0,nan,8,,,512.0,14.0,,nan,Intel,Intel UHD,Integrated,nan,nan,nan,nan,15490000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/hp-240r-g9-i3-1315u-ax3c6at?sku=00926743,https://cdn2.fptshop.com.vn/unsafe/hp_240r_g9_xam_bac_01_0d2a4d2066.png,fpt,,,0.0,0.0,0.0,0.5,0.1666666666666668,0.5,0.48,0.5260714285714286,0.5,0.38073214285714285,0.3831830357142857,0.3782196428571429,0.4463294642857143,0.5666666666666667,0.4474378422619048,False,False,False,False,False,True,False
"Laptop HP 250R G9 Core 5 120U/16GB/512GB/15.6"" FHD/Win11 (C40LKAT)",hp,Intel,core 5,nan,nan,16,,,512.0,15.6,,nan,Intel,Intel UHD,Integrated,nan,nan,nan,nan,20890000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/hp-250r-g9-core-5-120u-c40lkat?sku=00926043,https://cdn2.fptshop.com.vn/unsafe/hp_250r_g9_black_01_4fe59a48f0.png,fpt,,,0.23076923076923067,0.0,0.06042296072507553,0.5,0.8333333333333333,0.5,0.48,0.341,0.5,0.3320653846153846,0.40563173076923076,0.398235,0.4244294230769231,0.43333333333333335,0.3938827916666667,False,False,False,False,False,False,True
"Laptop Acer Gaming Nitro ProPanel ANV15-52-72BM i7 13620H/AI/16GB/512GB/15.6""FHD/Nvidia GeForce RTX 5050 8GB/Win11",acer,nan,core i7,nan,nan,16,,,512.0,15.6,,nan,NVIDIA,RTX 5050,Dedicated,nan,nan,nan,nan,34290000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-propanel-anv15-52-72bm-i7-13620h?sku=00920561,https://cdn2.fptshop.com.vn/unsafe/acer_nitro_propanel_anv15_52_black_logo_ai_b69623a59b.png,fpt,,,0.23076923076923067,0.0,0.2628398791540785,0.5,0.8333333333333333,0.5,0.64,0.42900000000000005,0.5,0.4196653846153846,0.5235317307692308,0.512515,0.463849423076923,0.43333333333333335,0.4422817916666666,False,False,False,False,False,False,True
"Laptop HP 250R G10 Core 5-120U/16GB/512GB/15.6"" FHD/Win11 (C3SH7AT)",hp,Intel,core 5,nan,nan,16,,,512.0,15.6,,nan,Intel,Intel Graphics,Integrated,nan,nan,nan,nan,22490000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/hp-250r-g10-core-5-120u-c3sh7at?sku=00922642,https://cdn2.fptshop.com.vn/unsafe/hp_250r_g10_silver_no_figer_01_4189a6deca.png,fpt,,,0.23076923076923067,0.0,0.08459214501510574,0.5,0.8333333333333333,0.5,0.48,0.341,0.5,0.3320653846153846,0.40563173076923076,0.398235,0.4244294230769231,0.43333333333333335,0.3938827916666667,False,False,False,False,False,False,True
"Laptop HP OmniBook 5 Flip X360 14-fp0057TU Core 5-120U/16GB/512GB/14""/Win11/HS24 (BZ7Q6PA)",hp,Intel,core 5,nan,nan,16,,,512.0,14.0,,nan,Intel,Intel Graphics,Integrated,nan,nan,nan,nan,26890000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-5-flip-x360-14-fp0057tu-core-5-120u-bz7q6pa?sku=00922651,https://cdn2.fptshop.com.vn/unsafe/hp_omnibook_5_flip_x360_14_silver_01_f9f2de065f.png,fpt,,,0.23076923076923067,0.0,0.1510574018126888,0.5,0.1666666666666668,0.5,0.48,0.341,0.5,0.3320653846153846,0.40563173076923076,0.398235,0.4244294230769231,0.5666666666666667,0.42054945833333335,False,False,False,False,False,True,False
"Laptop HP OmniBook 5 AI 16-af1054TU Ultra 7-255U/32GB/512GB/16""/W11/HS24 (C1MN8PA)",hp,Intel,core ultra 7,7.0,nan,32,,,512.0,16.0,,nan,Intel,Intel Graphics,Integrated,nan,nan,nan,nan,32290000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-5-ai-16-af1054tu-ultra-7-255u-c1mn8pa?sku=00922648,https://cdn2.fptshop.com.vn/unsafe/00922648_hp_omnibook_5_ai_16_af10xx_silver_01_0129b06ec5.png,fpt,,,1.0,0.0,0.2326283987915408,0.5,1.0,0.5,0.48,0.5790000000000001,0.5,0.5545500000000001,0.5766375,0.580365,0.5245475,0.4,0.510138875,False,False,False,False,False,False,True
"Laptop Acer Aspire Go 15 AI AG15-52P-52WT Ultra5 115U/16GB/512GB/15.6"" FHD/Win11",acer,Intel,core ultra 5,5.0,nan,16,,,512.0,15.6,,nan,Intel,Intel Graphics,Integrated,nan,nan,nan,nan,23490000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-go-15-ai-ag15-52p-52wt?sku=00928037,https://cdn2.fptshop.com.vn/unsafe/acer_aspire_go_15_ag15_52p_bac_01_dd19f61fae.png,fpt,,,0.23076923076923067,0.0,0.09969788519637462,0.5,0.8333333333333333,0.5,0.48,0.4481428571428572,0.5,0.38027967032967036,0.4176853021978022,0.4126992857142857,0.4461258516483516,0.43333333333333335,0.4205211845238095,False,False,False,False,False,False,True
"Laptop Asus Vivobook S3407VA-LY146W Core 5-210H/16GB/512GB/14"" WUXGA/Win11",asus,Intel,core 5,nan,nan,16,,,512.0,14.0,,nan,Intel,Intel UHD,Integrated,1.4,nan,nan,nan,19990000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-s3407va-ly146w-core-5-210h?sku=00920719,https://cdn2.fptshop.com.vn/unsafe/asus_vivobook_s3407va_bac_01_ec1483250f.png,fpt,,,0.23076923076923067,0.0,0.04682779456193353,0.0,0.1666666666666668,0.5,0.48,0.341,0.5,0.3320653846153846,0.40563173076923076,0.398235,0.2494294230769231,0.3416666666666667,0.2967994583333333,False,False,False,False,True,True,False
"Laptop Asus Vivobook A1407QA-LY114W Qualcomm X1-26-100/AI/16GB/512GB/14"" WUXGA/Win11",asus,Qualcomm,x1-26-100,nan,nan,16,,,512.0,14.0,,nan,Qualcomm,Qualcomm Adreno,Integrated,nan,nan,nan,nan,18290000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-a1407qa-ly114w-qualcomm-x1-26-100?sku=00925134,https://cdn2.fptshop.com.vn/unsafe/asus_vivobook_x1407_bac_logo_ai_788c8243e8.png,fpt,,,0.23076923076923067,0.0,0.021148036253776436,0.5,0.1666666666666668,0.5,0.45,0.1925,0.5,0.2562403846153846,0.3686754807692308,0.3589875,0.3903081730769231,0.5666666666666667,0.37865614583333335,False,False,False,False,False,True,False
"Laptop Asus Vivobook X1407CA-LY008W Ultra 5 225H/AI/16GB/512GB/14""/Win11",asus,Intel,core ultra 5,5.0,nan,16,,,512.0,14.0,,nan,Intel,Intel Arc Graphics,Integrated,nan,nan,nan,nan,21890000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-x1407ca-ly008w-ultra-5-225h?sku=00924967,https://cdn2.fptshop.com.vn/unsafe/asus_vivobook_x1407_bac_01_0929c98029.png,fpt,,,0.23076923076923067,0.0,0.0755287009063444,0.5,0.1666666666666668,0.5,0.48,0.4481428571428572,0.5,0.38027967032967036,0.4176853021978022,0.4126992857142857,0.4461258516483516,0.5666666666666667,0.44718785119047616,False,False,False,False,False,True,False
"Laptop Acer Aspire Go 14 AG14-72P-563L Core 5 120U/16GB/512GB/14"" FHD+/Win11",acer,Intel,core 5,nan,nan,16,,,512.0,14.0,,nan,Intel,Intel Graphics,Integrated,nan,10 hours,nan,10.0,19890000,nan,False,0,,In Stock,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-go-14-ag14-72p-563l-core-5-120u?sku=00923432,https://cdn2.fptshop.com.vn/unsafe/acer_aspire_go_14_ag14_72p_01_37a7023e47.png,fpt,,,0.23076923076923067,0.0,0.045317220543806644,0.5,0.1666666666666668,0.5,0.48,0.341,0.5,0.3320653846153846,0.40563173076923076,0.398235,0.4244294230769231,0.5666666666666667,0.42054945833333335,False,False,False,False,False,True,False
